unnamed_0,company,typename,inches,screenresolution,cpu,ram,memory,gpu,opsys,weight,price
929.0,HP,NOTEBOOK,14,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.95KG,61218.72
930.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 505,WINDOWS 10,2.2KG,16463.52
931.0,HP,ULTRABOOK,12.5,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.26KG,84129.12
932.0,HP,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 400,NO OS,1.86KG,15392.592
933.0,LENOVO,2 IN 1 CONVERTIBLE,13.3,IPS PANEL QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I7 6560U 2.2GHZ,16GB,1TB SSD,INTEL IRIS GRAPHICS 540,WINDOWS 10,1.3KG,95850.72
934.0,TOSHIBA,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.47KG,58874.4
935.0,HP,NETBOOK,12.5,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.26KG,88924.32
936.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2.0GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.18KG,29762.208
937.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.2KG,63882.72
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
939.0,DELL,GAMING,17.3,2560X1440,INTEL CORE I7 6820HK 2.7GHZ,16GB,512GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1080,WINDOWS 10,4.36KG,146946.24
940.0,HP,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 6300HQ 2.3GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 965M,WINDOWS 10,2.75KG,74538.72
941.0,ASUS,NOTEBOOK,17.3,1600X900,INTEL PENTIUM QUAD CORE N3710 1.6GHZ,4GB,1TB HDD,NVIDIA GEFORCE 920MX,WINDOWS 10,2.8KG,28238.4
942.0,ACER,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.23KG,32980.32
943.0,TOSHIBA,NOTEBOOK,15.6,1366X768,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.2KG,59620.32
944.0,LENOVO,2 IN 1 CONVERTIBLE,11.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE M M7-6Y75 1.2GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 515,WINDOWS 10,1.1KG,69210.72
945.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,AMD FX 8800P 2.1GHZ,16GB,512GB SSD +  1TB HDD,AMD RADEON R9 M385,WINDOWS 10,2.5KG,53226.72
946.0,DELL,ULTRABOOK,12.5,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS,WINDOWS 10,1.36KG,78438.816
947.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,1TB HDD,NVIDIA GEFORCE 920MX,NO OS,2.2KG,36496.8
948.0,DELL,NOTEBOOK,17.3,1600X900,INTEL CORE I3 6006U 2.0GHZ,4GB,1TB HDD,AMD RADEON R7 M445,WINDOWS 10,2.36KG,35111.52
949.0,ACER,NOTEBOOK,14,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.68KG,18594.72
950.0,HP,WORKSTATION,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6820HQ 2.7GHZ,8GB,8GB SSD,NVIDIA QUADRO M1000M,WINDOWS 10,2.0KG,119826.72
951.0,DELL,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 7600U 2.8GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.36KG,94572.0
952.0,TOSHIBA,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,1.2KG,77788.8
953.0,ASUS,2 IN 1 CONVERTIBLE,12.5,FULL HD 1920X1080,INTEL CORE M M7-6Y75 1.2GHZ,8GB,64GB FLASH STORAGE,INTEL HD GRAPHICS 515,CHROME OS,1.2KG,61751.52
954.0,LENOVO,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6600U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.7KG,79333.3872
955.0,DELL,GAMING,17.3,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 7700HQ 2.8GHZ,16GB,512GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.36KG,168045.12
956.0,DELL,2 IN 1 CONVERTIBLE,13.3,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7Y54 1.2GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 615,WINDOWS 10,1.24KG,101178.72
957.0,HP,2 IN 1 CONVERTIBLE,11.6,TOUCHSCREEN 1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 505,WINDOWS 10,1.45KG,41292.0
958.0,DELL,ULTRABOOK,13.3,QUAD HD+ 3200X1800,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.3KG,67559.04
959.0,ACER,2 IN 1 CONVERTIBLE,11.6,IPS PANEL TOUCHSCREEN 1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.25KG,20725.92
960.0,TOSHIBA,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 6300U 2.4GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.2KG,81784.8
961.0,LENOVO,ULTRABOOK,12.5,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7300U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.36KG,93772.8
962.0,ACER,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,12GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 950M,WINDOWS 10,2.4KG,53759.52
963.0,TOSHIBA,ULTRABOOK,12.5,FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.1KG,95371.2
964.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.50GHZ,8GB,1TB HDD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.04KG,45101.52
965.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6006U 2.0GHZ,4GB,1TB HDD,AMD RADEON R5 M430,LINUX,2.25KG,24808.2336
966.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.9KG,43956.0
967.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 7100U 2.4GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.04KG,36496.8
968.0,DELL,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,32GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.42KG,167778.72
969.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,6GB,256GB SSD,NVIDIA GEFORCE 920MX,WINDOWS 10,2.4KG,37029.6
970.0,DELL,2 IN 1 CONVERTIBLE,13.3,QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I7 7Y75 1.3GHZ,16GB,512GB SSD,INTEL HD GRAPHICS 615,WINDOWS 10,1.22KG,101178.72
971.0,DELL,ULTRABOOK,14,TOUCHSCREEN 2560X1440,INTEL CORE I7 6600U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.5KG,104587.5744
972.0,DELL,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,32GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1070,WINDOWS 10,4.42KG,149184.0
973.0,TOSHIBA,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.95KG,62870.4
974.0,ASUS,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.73KG,109218.672
975.0,HP,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.70GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.04KG,52161.12
976.0,LENOVO,NOTEBOOK,14,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,508GB HYBRID,INTEL HD GRAPHICS 520,WINDOWS 7,1.70KG,53386.56
977.0,ASUS,2 IN 1 CONVERTIBLE,15.6,4K ULTRA HD / TOUCHSCREEN 3840X2160,INTEL CORE I7 7500U 2.7GHZ,16GB,512GB SSD +  2TB HDD,NVIDIA GEFORCE GTX 950M,WINDOWS 10,2.3KG,95850.72
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
979.0,ASUS,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.99KG,93186.72
980.0,DELL,2 IN 1 CONVERTIBLE,15.6,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,12GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.19KG,69210.72
981.0,TOSHIBA,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,1.2KG,63669.6
982.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,AMD A12-SERIES 9720P 3.6GHZ,6GB,256GB SSD,AMD RADEON 530,WINDOWS 10,2.2KG,29250.72
983.0,FUJITSU,NOTEBOOK,15.6,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.3KG,34578.72
984.0,TOSHIBA,NOTEBOOK,14,1366X768,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.75KG,48751.2
985.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,AMD RADEON R5 M430,WINDOWS 10,2.25KG,31914.72
986.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,1TB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.04KG,42943.68
987.0,LENOVO,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.5KG,63349.92
988.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I7 7500U 2.7GHZ,8GB,1TB HDD,AMD RADEON R7 M445,WINDOWS 10,2.36KG,39906.72
989.0,DELL,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,128GB SSD,INTEL HD GRAPHICS 620 ,WINDOWS 10,1.6KG,59620.32
990.0,HP,NETBOOK,12.5,FULL HD 1920X1080,INTEL CORE M 6Y75 1.2GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 515,WINDOWS 10,0.97KG,101658.24
991.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I3 6006U 2GHZ,4GB,128GB SSD +  1TB HDD,AMD RADEON 520,WINDOWS 10,2.1KG,26586.72
992.0,LENOVO,NOTEBOOK,15.6,1366X768,INTEL CELERON DUAL CORE N3350 1.1GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 500,NO OS,1.9KG,14418.6336
993.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.3KG,71874.72
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
995.0,ASUS,NOTEBOOK,13.3,QUAD HD+ 3200X1800,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.4KG,61272.0
996.0,HP,ULTRABOOK,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.11KG,71874.72
997.0,ACER,NOTEBOOK,15.6,1366X768,INTEL PENTIUM QUAD CORE N4200 1.1GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 505,WINDOWS 10,2.4KG,20246.4
998.0,ASUS,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050 TI,WINDOWS 10,2.5KG,95850.72
999.0,HP,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,512GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.48KG,111301.92
1000.0,ACER,GAMING,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.7KG,67132.8
1001.0,HP,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.34KG,63349.92
1002.0,DELL,NOTEBOOK,15.6,1366X768,INTEL CORE I3 7100U 2.4GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.18KG,29144.16
1003.0,HP,NOTEBOOK,14,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.64KG,41505.12
1004.0,TOSHIBA,NOTEBOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,4GB,128GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.2KG,63669.6
1005.0,HP,NOTEBOOK,14,1366X768,INTEL CORE I5 6300U 2.4GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.48KG,58607.4672
1006.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.95KG,64202.4
1007.0,HP,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 6600U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,1.43KG,77202.72
1008.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,1.64KG,55904.5728
1009.0,HP,NOTEBOOK,14,1366X768,INTEL CORE I3 7100U 2.4GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.64KG,36443.52
1010.0,DELL,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I5 7300HQ 2.5GHZ,8GB,1.0TB HYBRID,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.65KG,50562.72
1011.0,HP,ULTRABOOK,12.5,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.26KG,81997.92
1012.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.48KG,84715.2
1013.0,HP,ULTRABOOK,14,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.54KG,100550.5488
1014.0,HP,NOTEBOOK,13.3,1366X768,INTEL CORE I3 7100U 2.4GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.49KG,42624.0
1015.0,TOSHIBA,NOTEBOOK,13.3,1366X768,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.5KG,64468.8
1016.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I3 7100U 2.4GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.04KG,41025.0672
1017.0,LENOVO,NOTEBOOK,17.3,IPS PANEL 4K ULTRA HD 3840X2160,INTEL CORE I7 6820HQ 2.7GHZ,16GB,512GB SSD,NVIDIA QUADRO 3000M,WINDOWS 7,2.4KG,158135.04
1018.0,TOSHIBA,NOTEBOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.47KG,79387.2
1019.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.43KG,118761.12
1020.0,DELL,2 IN 1 CONVERTIBLE,15.6,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I3 6100U 2.3GHZ,4GB,1TB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.08KG,42410.3472
1021.0,TOSHIBA,ULTRABOOK,13.3,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.2KG,84715.2
1022.0,HP,NOTEBOOK,13.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.11KG,61218.72
1023.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,1.64KG,63159.7104
1024.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6300U 2.4GHZ,8GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.09KG,55754.3232
1025.0,HP,ULTRABOOK,12.5,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.26KG,83063.52
1026.0,HP,NOTEBOOK,14,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.31KG,63349.92
1027.0,HP,NOTEBOOK,14,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,1.95KG,56476.8
1028.0,DELL,ULTRABOOK,13.3,QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.29KG,86526.72
1029.0,HP,NOTEBOOK,17.3,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,NVIDIA GEFORCE 930MX,WINDOWS 10,2.63KG,57542.4
1030.0,HP,NOTEBOOK,14,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.64KG,51841.44
1031.0,ACER,NOTEBOOK,15.6,1366X768,AMD A9-SERIES 9420 3GHZ,6GB,1TB HDD,AMD RADEON R5,WINDOWS 10,2.1KG,21791.52
1032.0,MSI,GAMING,17.3,FULL HD 1920X1080,INTEL CORE I7 7700HQ 2.8GHZ,8GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1050,WINDOWS 10,2.7KG,63499.104
1033.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,1.95KG,63669.6
1034.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.84KG,65480.5872
1035.0,HP,ULTRABOOK,12.5,FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.26KG,71874.72
1036.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,WINDOWS 10,2.04KG,39533.76
1037.0,TOSHIBA,ULTRABOOK,14,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6600U 2.6GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.47KG,91908.0
1038.0,DELL,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6300U 2.4GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,2.09KG,56633.976
1039.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 7200U 2.5GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.64KG,53839.9728
1040.0,LENOVO,2 IN 1 CONVERTIBLE,15.6,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 6500U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,1.8KG,45128.16
1041.0,VERO,NOTEBOOK,14,1366X768,INTEL ATOM X5-Z8350 1.44GHZ,2GB,32GB FLASH STORAGE,INTEL HD GRAPHICS 400,WINDOWS 10,1.45KG,11231.424
1042.0,TOSHIBA,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6500U 2.5GHZ,16GB,256GB SSD,NVIDIA GEFORCE 930M,WINDOWS 10,2.4KG,75924.0
1043.0,LENOVO,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 10,2.3KG,55922.688
1044.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.54KG,53280.0
1045.0,HP,NOTEBOOK,15.6,FULL HD 1920X1080,INTEL CORE I5 6300U 2.4GHZ,8GB,256GB SSD +  500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,1.84KG,112065.9552
1046.0,HP,NOTEBOOK,14,FULL HD 1920X1080,INTEL CORE I5 6200U 2.3GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,1.43KG,78268.32
1047.0,MSI,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6820HK 2.7GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 980M,WINDOWS 10,3.78KG,82351.6992
1048.0,LENOVO,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,16GB,128GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 980M,WINDOWS 10,4.6KG,122010.6672
1049.0,ASUS,NETBOOK,11.6,1366X768,INTEL CELERON DUAL CORE N3060 1.6GHZ,4GB,16GB FLASH STORAGE,INTEL HD GRAPHICS 400,CHROME OS,1.2KG,15339.312
1050.0,LENOVO,NOTEBOOK,14,IPS PANEL 2560X1440,INTEL CORE I7 6600U 2.6GHZ,16GB,256GB SSD,INTEL HD GRAPHICS 520,WINDOWS 7,1.1KG,139593.6
1051.0,HP,NOTEBOOK,15.6,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 7500U 2.7GHZ,8GB,1TB HDD,NVIDIA GEFORCE 940MX,WINDOWS 10,1.91KG,52161.12
1052.0,DELL,2 IN 1 CONVERTIBLE,15.6,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I5 7200U 2.7GHZ,8GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.3KG,58288.32
1053.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,2.04KG,52161.12
1054.0,DELL,ULTRABOOK,13.3,QUAD HD+ / TOUCHSCREEN 3200X1800,INTEL CORE I7 7500U 2.7GHZ,16GB,1TB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.2KG,120093.12
1055.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I3 6100U 2.3GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 520,WINDOWS 10,2.31KG,37570.392
1056.0,HP,NOTEBOOK,15.6,1366X768,INTEL CORE I5 7200U 2.5GHZ,4GB,500GB HDD,INTEL HD GRAPHICS 620,NO OS,1.96KG,26586.72
1057.0,ACER,NOTEBOOK,15.6,1366X768,AMD A8-SERIES 7410 2.2GHZ,8GB,1TB HDD,AMD RADEON R5,WINDOWS 10,2.4KG,23922.72
1058.0,DELL,2 IN 1 CONVERTIBLE,13.3,IPS PANEL FULL HD / TOUCHSCREEN 1920X1080,INTEL CORE I7 7500U 2.7GHZ,12GB,256GB SSD,INTEL HD GRAPHICS 620,WINDOWS 10,1.6KG,69210.72
1059.0,MSI,GAMING,15.6,FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,16GB,256GB SSD +  1TB HDD,NVIDIA GEFORCE GTX 1060,WINDOWS 10,2.94KG,96916.32
,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
1061.0,ASUS,GAMING,17.3,IPS PANEL FULL HD 1920X1080,INTEL CORE I7 6700HQ 2.6GHZ,16GB,1TB HDD,NVIDIA GEFORCE GTX 965M,NO OS,4KG,53173.44
